,dishes_name,emp_id
2249,黄花菜炒木耳,1216
2250,海带结豆腐汤,1216
2251,宝宝版牛肉肠粉,1216
2252,麻辣小龙虾,1163
2253,培根紫菜卷,1163
2254,剁椒鱼头,1163
2255,一品香酥藕,1163
2256,重庆特色油烧兔,1163
2257,葱油凉拌藕片,1163
2258,香菇鸡肉粥,1163
2259,意文柠檬汁 ,1163
2261,油焖麻辣虾,1122
2262,自制猪肉脯,1122
2263,冰糖红豆薏米粥,1122
2264,剁椒鱼头,1122
2265,谷稻小庄 ,1122
2266,核桃葡萄干土司,1122
2267,凉拌蒜蓉西兰花,1122
2268,三色凉拌手撕兔,1122
2269,黑米恋上葡萄,1122
2270,自制猪肉脯,1166
2271,酸辣藕丁,1166
2272,香酥两吃大虾,1166
2273,百里香奶油烤红酒牛肉,1166
2274,凉拌菠菜,1166
2275,干锅田鸡,1166
2276,重庆特色油烧兔,1166
2277,50度古井贡酒,1166
2278,三丝鳝鱼,1166
2280,五色糯米饭(七色),1166
2281,意文柠檬汁 ,1166
2282,焖猪手,1166
2283,爆炒猪肝,1167
2284,姜葱炒花蟹,1167
2285,啤酒鸭,1167
2286,自制猪肉脯,1167
2287,红酒炖羊肉,1167
2288,肉丁茄子,1167
2289,炝炒大白菜,1167
2290,凉拌蒜蓉西兰花,1167
2291,凉拌菠菜,1167
2292,大蒜苋菜,1167
2293,53度茅台,1167
2294,农夫山泉NFC果汁100%橙汁,1167
2295,葡萄奶酥(超酥香的饼干),1167
2296,皮蛋瘦肉粥,1167
2298,牛肉鸡蛋肠粉,1167
2299,辣炒鱿鱼,1167
2300,麻辣小龙虾,1161
2302,小米南瓜粥,1161
2303,美妙绝伦之白莲花,1161
2304,炝炒大白菜,1177
2305,爆炒猪肝,1177
2306,凉拌蒜蓉西兰花,1177
2308, 北冰洋汽水 ,1177
2309,剁椒鱼头,1008
2310,麻辣小龙虾,1008
2311,金玉良缘,1008
2312,番茄有机花菜,1008
2313,谷稻小庄 ,1008
2315,葱油凉拌藕片,1008
2316,水煮鱼,1156
2317,麻辣小龙虾,1156
2319,五色糯米饭(七色),1156
2320,法国波尔多AOC干红葡萄酒原,1156
2321,清蒸蝶鱼,1156
2322,自制猪肉脯,1156
2323,皮蛋瘦肉粥,1156
2324,一品香酥藕,1156
2325,南瓜枸杞小饼干,1156
2326,紫薯面包卷,1156
2327,三色凉拌手撕兔,1156
2328,倒立蒸梭子蟹,1084
2329,啤酒鸭,1084
2330,清炒菊花菜,1084
2331,五香酱驴肉,1084
2332,黄花菜炒木耳,1084
2333,木须豌豆,1084
2334,番茄有机花菜,1084
2335,50度古井贡酒,1084
2336,番茄炖秋葵,1084
2338,焖猪手,1099
2339,花蛤蒸蛋,1099
2340,五彩藕苗,1099
2341,糖醋蕃茄溜青花,1099
2342,炝炒大白菜,1099
2343,38度剑南春 ,1099
2345,海带结豆腐汤,1163
2346,蒙古烤羊腿,1163
2347,香酥两吃大虾,1163
2348,爆炒双丝,1163
2349,谷稻小庄 ,1163
2350,凉拌菠菜,1163
2352,麻辣小龙虾,1379
2353,美妙绝伦之白莲花,1379
2354,拌土豆丝,1379
2355, 北冰洋汽水 ,1379
2357,清蒸海鱼,1086
2358,自制猪肉脯,1086
2359,独家薄荷鲜虾牛肉卷,1086
2360,番茄炖牛腩,1086
2361,爆炒双丝,1086
2362,大蒜苋菜,1086
2363,番茄有机花菜,1086
2364,谷稻小庄 ,1086
2366,党参黄芪炖牛尾,1381
2367,蒜蓉生蚝,1381
2368,剁椒鱼头,1381
2369,炝炒大白菜,1381
2371,番茄甘蓝,1381
2372,谷稻小庄 ,1381
2373,水煮鱼,1160
2374,番茄炖牛腩,1160
2375,金玉良缘,1160
2376,培根花菜,1160
2377,糖醋蕃茄溜青花,1160
2378, 北冰洋汽水 ,1160
2379,香酥两吃大虾,1203
2380,百里香奶油烤红酒牛肉,1203
2381,培根花菜,1203
2382,清炒菊花菜,1203
2383,谷稻小庄 ,1203
2385,清蒸海鱼,1106
2386,白斩鸡,1106
2387,肉丁茄子,1106
2388,番茄甘蓝,1106
2389,凉拌萝卜丝,1106
2390,谷稻小庄 ,1106
2392,蒜蓉生蚝,1033
2393,清蒸蝶鱼,1033
2394,红酒炖羊肉,1033
2395,培根花菜,1033
2396,美妙绝伦之白莲花,1033
2397,拌土豆丝,1033
2398,番茄炖秋葵,1033
2399,53度茅台,1033
2401,冰糖红豆薏米粥,1418
2402,冰镇花螺,1418
2403,焖猪手,1418
2404,水煮鱼,1418
2405,大蒜苋菜,1418
2406,蒙古烤羊腿,1418
2407,凉拌菠菜,1418
2408,孜然羊排,1418
2409,香酥两吃大虾,1418
2410,麻辣小龙虾,1316
2411,芝士烩波士顿龙虾,1316
2412,凉拌蒜蓉西兰花,1316
2413,豌豆薯仔猪骨汤,1316
2414,香酥两吃大虾,1115
2415,美妙绝伦之白莲花,1115
2416,桂圆枸杞鸽子汤,1115
2417,蒙古烤羊腿,1115
2418,孜然羊排,1115
2419,炝炒大白菜,1115
2420,香酥两吃大虾,1116
2421,香辣爆羊肝,1116
2422,红酒炖羊肉,1116
2423,大蒜苋菜,1116
2424,倒立蒸梭子蟹,1118
2425,红酒炖羊肉,1118
2426,盘蟹蒸蛋,1118
2427,芝士烩波士顿龙虾,1118
2428,蒜香包,1118
2429,黄花菜炒木耳,1118
2430,糖醋蕃茄溜青花,1118
2431,海带结豆腐汤,1118
2432,黄尾袋鼠西拉子红葡萄酒,1118
2433,芝麻烤紫菜,1118
2434,青炒扁豆,1118
2435,避风塘炒蟹,1132
2436,爆炒双丝,1132
2437,蒜蓉生蚝,1132
2438,清爽拌凉面,1132
2439,香辣爆羊肝,1132
2440,番茄炖牛腩,1132
2441,黑米恋上葡萄,1132
2442,番茄有机花菜,1132
2443,五彩藕苗,1132
2444,黄尾袋鼠西拉子红葡萄酒,1132
2445,蒜香辣花甲,1179
2446,姜葱炒花蟹,1179
2447,农夫山泉NFC果汁100%橙汁,1179
2448,清炒菊花菜,1179
2450,麻辣小龙虾,1142
2451,姜葱炒花蟹,1142
2452,凉拌菠菜,1142
2453,五色糯米饭(七色),1142
2454,美妙绝伦之白莲花,1142
2455,番茄甘蓝,1142
2456,冰糖红豆薏米粥,1142
2457,红酒炖羊肉,1142
2458,白胡椒胡萝卜羊肉汤,1142
2459,香菇鹌鹑蛋,1142
2460,啤酒鸭,1142
2461,清炒菊花菜,1142
2462,红酒土豆烧鸭腿,1142
2463,38度剑南春 ,1142
2464,意文柠檬汁 ,1142
2465,蒜香辣花甲,1378
2466,自制猪肉脯,1378
2467,香菇鸡肉粥,1378
2468,炝炒大白菜,1378
2469,香辣爆羊肝,1378
2470,桂圆枸杞鸽子汤,1378
2471,独家薄荷鲜虾牛肉卷,1378
2472,酸辣藕丁,1378
2473,黄尾袋鼠西拉子红葡萄酒,1378
2474,糖醋蕃茄溜青花,1378
2475,黑米恋上葡萄,1378
2476,葡萄奶酥(超酥香的饼干),1309
2477,剁椒鱼头,1309
2478,蒜蓉生蚝,1309
2479, 北冰洋汽水 ,1309
2480,农夫山泉NFC果汁100%橙汁,1309
2482,麻辣小龙虾,1110
2483,辣炒鱿鱼,1110
2484,凉拌蒜蓉西兰花,1110
2485,美妙绝伦之白莲花,1110
2487,意文柠檬汁 ,1110
2488,清蒸蝶鱼,1127
2489,农夫山泉NFC果汁100%橙汁,1127
2490,培根花菜,1127
2491,凉拌蒜蓉西兰花,1127
2492,露露无糖杏仁露,1127
2494,水煮鱼,1151
2495,剁椒鱼头,1151
2496,一品香酥藕,1151
2497,百威啤酒罐装,1151
2498,蒜香包,1151
2499,青岛啤酒罐装,1151
2500,黑米恋上葡萄,1151
2501,党参黄芪炖牛尾,1154
2502,清炒菊花菜,1154
2503,辣炒花蛤,1154
2504,三色凉拌手撕兔,1154
2505,农夫山泉NFC果汁100%橙汁,1154
2506,黄尾袋鼠西拉子红葡萄酒,1154
2507,蛋挞,1154
2508,五色糯米饭(七色),1154
2509,牛肉鸡蛋肠粉,1154
2510,蒙古烤羊腿,1160
2511,芹菜炒腰花,1160
2512,露露无糖杏仁露,1160
2513,凉拌菠菜,1160
2514,清爽拌凉面,1160
2515, 北冰洋汽水 ,1160
2516,酸辣汤面,1160
2517,清蒸海鱼,1084
2518,香菇鹌鹑蛋,1084
2519,爆炒鸡翅,1084
2520,谷稻小庄 ,1084
2521,黑米恋上葡萄,1084
2522,不加一滴油的酸奶蛋糕,1084
2523,打卤面,1084
2524,香辣腐乳炒虾,1117
2525,五香酱驴肉,1117
2526,芝麻烤紫菜,1117
2527,香菇鹌鹑蛋,1117
2528,西瓜胡萝卜沙拉,1117
2529,意文柠檬汁 ,1117
2531,山药养生粥,1117
2532,小炒羊腰,1275
2533,花蛤蒸蛋,1275
2534,海带结豆腐汤,1275
2535,炝炒大白菜,1275
2536,特醇嘉士伯啤酒罐装,1275
2537,蓝带啤酒罐装,1275
2538,避风塘炒蟹,1275
2539,青岛啤酒罐装,1275
2540,老式面包,1275
2541,凉拌萝卜丝,1275
2542,凉拌海带豆芽紫菜,1275
2543,牛肉鸡蛋肠粉,1275
2544,小米南瓜粥,1275
2545,山药养生粥,1275
2546,凉拌菠菜,1275
2547,芝士烩波士顿龙虾,1275
2548,桂圆肉红豆八宝饭,1275
2549,一品香酥藕,1275
2550,皮蛋瘦肉粥,1275
2551,爆炒猪肝,1275
2552,倒立蒸梭子蟹,1275
2553,姜葱炒花蟹,1018
2554,水煮鱼,1018
2555,蒙古烤羊腿,1018
2556,凉拌萝卜丝,1018
2557,酸辣藕丁,1018
2558,谷稻小庄 ,1018
2559,老式面包,1018
2560,五色糯米饭(七色),1018
2562,香辣爆羊肝,1018
2563,培根紫菜卷,1018
2565,快炒黄鳝,1018
2566,肉丁茄子,1018
2567,清炒菊花菜,1018
2568,芝士烩波士顿龙虾,1103
2569,焖猪手,1103
2570,倒立蒸梭子蟹,1103
2571,大蒜苋菜,1103
2572,油焖麻辣虾,1103
2573,干锅田鸡,1103
2574,百里香奶油烤红酒牛肉,1103
2575,五色糯米饭(七色),1103
2576,五香酱驴肉,1103
2577,冰镇花螺,1098
2578,番茄甘蓝,1098
2579,玉竹南北杏鸭腿汤,1098
2580,西瓜胡萝卜沙拉,1098
2581,青炒扁豆,1098
2582,盘蟹蒸蛋,1098
2583,桂圆肉红豆八宝饭,1098
2584,鱼香肉丝拌面,1098
2585,露露无糖杏仁露,1098
2586,南瓜枸杞小饼干,1098
2587, 北冰洋汽水 ,1098
2588,剁椒鱼头,1118
2589,露露无糖杏仁露,1118
2590,番茄甘蓝,1118
2592,番茄炖牛腩,1118
2593,意文柠檬汁 ,1118
2594,蒜香包,1118
2595,香酥两吃大虾,1086
2596,麻辣小龙虾,1086
2597,倒立蒸梭子蟹,1086
2598,五香酱驴肉,1086
2599,百里香奶油烤红酒牛肉,1086
2600,美妙绝伦之白莲花,1086
2601,清蒸海鱼,1086
2602,清炒菊花菜,1086
2603,牛尾汤,1086
2604,香菇鹌鹑蛋,1086
2605,白斩鸡,1086
2606,超人气广式肠粉,1086
2607,盘蟹蒸蛋,1112
2608,西瓜胡萝卜沙拉,1112
2609,照烧鸡腿,1112
2610,芝麻烤紫菜,1112
2611,蒙古烤羊腿,1112
2612,露露无糖杏仁露,1112
2613,蛋挞,1112
2615,打卤面,1112
2616,拌土豆丝,1112
2617,凉拌菠菜,1088
2618,白胡椒胡萝卜羊肉汤,1088
2619,麻辣小龙虾,1088
2620,孜然羊排,1088
2621,辣炒鱿鱼,1088
2622,姜葱炒花蟹,1088
2623,蒙古烤羊腿,1088
2625,芝士烩波士顿龙虾,1016
2626,避风塘炒蟹,1016
2627,蒜蓉生蚝,1016
2628,肉丁茄子,1016
2629,凉拌菠菜,1016
2630,快炒黄鳝,1016
2631,炝炒大白菜,1016
2632,38度剑南春 ,1016
2633,番茄蛋汤,1016
2634,清蒸蝶鱼,1016
2635,桂圆肉红豆八宝饭,1016
2636,冰镇花螺,1016
2637,爆炒鸡翅,1016
2638,辣炒鱿鱼,1439
2639,麻辣小龙虾,1439
2641,焖猪手,1439
2642,爆炒猪肝,1439
2643,自制猪肉脯,1439
2644,芹菜炒腰花,1439
2645,炝炒大白菜,1439
2646,凉拌菠菜,1439
2647,干锅田鸡,1439
2648,香烤牛排,1439
2649,张裕葡萄酒张裕赤霞珠干红,1439
2650,百里香奶油烤红酒牛肉,1439
2651,蛋挞,1439
2652,孜然羊排,1439
2653,蒙古烤羊腿,1439
2654,倒立蒸梭子蟹,1114
2655,红酒土豆烧鸭腿,1114
2656,杭椒鸡珍,1114
2657,五彩豆,1114
2658,糖醋蕃茄溜青花,1114
2659,黄油曲奇饼干,1114
2660,桂圆肉红豆八宝饭,1114
2661,牛肉鸡蛋肠粉,1114
2662,张裕葡萄酒张裕赤霞珠干红,1114
2663, 北冰洋汽水 ,1114
2664,芝士烩波士顿龙虾,1163
2665,辣炒鱿鱼,1163
2666,剁椒鱼头,1163
2667,辣炒海带丝,1163
2668,孜然羊排,1163
2669,凉拌菠菜,1163
2670,葱油凉拌藕片,1163
2671,重庆特色油烧兔,1163
2672, 北冰洋汽水 ,1163
2673,哈尔滨啤酒罐装,1163
2675,美妙绝伦之白莲花,1163
2676,蒙古烤羊腿,1163
2677,西瓜胡萝卜沙拉,1163
2678,香辣爆羊肝,1163
2679,桂圆枸杞鸽子汤,1163
2680,香菇鹌鹑蛋,1163
2681,麻辣小龙虾,1163
2682,肉丁茄子,1163
2683,泡椒凤爪,1163
2684,香酥两吃大虾,1030
2685,爆炒猪肝,1030
2686,水煮鱼,1030
2687,焖猪手,1030
2688,自制猪肉脯,1030
2689,倒立蒸梭子蟹,1030
2690,法国波尔多AOC干红葡萄酒原,1030
2691,麻辣小龙虾,1027
2692,辣炒鱿鱼,1027
2693,爆炒猪肝,1027
2695,剁椒鱼头,1027
2696,自制猪肉脯,1027
2697,水煮鱼,1027
2698,凉拌菠菜,1027
2699,孜然羊排,1027
2700,蒙古烤羊腿,1027
2701,香辣腐乳炒虾,1194
2702,水煮鱼,1194
2703,麻辣小龙虾,1194
2704,蒜香辣花甲,1194
2705,辣炒花蛤,1194
2706,培根紫菜卷,1194
2707,独家薄荷鲜虾牛肉卷,1194
2708,香辣爆羊肝,1194
2709,美妙绝伦之白莲花,1194
2710,自制猪肉脯,1194
2711,肉丁茄子,1194
2712,番茄有机花菜,1194
2713,谷稻小庄 ,1194
2715,广式虾仁肠粉,1194
2716,芝士烩波士顿龙虾,1015
2717,清蒸海鱼,1015
2718,倒立蒸梭子蟹,1015
2719,花蛤蒸蛋,1015
2720,百里香奶油烤红酒牛肉,1015
2721,爆炒鳝碌,1015
2722,孜然羊排,1015
2723,爆炒猪肝,1015
2724,红酒土豆烧鸭腿,1015
2725,番茄炖秋葵,1015
2726,凉拌菠菜,1015
2727,桂圆肉红豆八宝饭,1015
2728,张裕葡萄酒张裕赤霞珠干红,1015
2729,38度剑南春 ,1015
2730,五色糯米饭(七色),1015
2731,芝士烩波士顿龙虾,1552
2732,山药养生粥,1552
2733,独家薄荷鲜虾牛肉卷,1552
2734,豌豆薯仔猪骨汤,1552
2736,芝士烩波士顿龙虾,1087
2737,豌豆薯仔猪骨汤,1087
2738,焖猪手,1087
2739,芹菜炒腰花,1087
2740,凉拌菠菜,1087
2741,自制猪肉脯,1087
2742,冰糖红豆薏米粥,1087
2743,美妙绝伦之白莲花,1087
2744,炝炒大白菜,1087
2745,剁椒鱼头,1087
2746,凉拌蒜蓉西兰花,1087
2747,香辣爆羊肝,1087
2748,五色糯米饭(七色),1087
2749,麻辣小龙虾,1302
2750,焖猪手,1302
2751,水煮鱼,1302
2752,辣炒鱿鱼,1302
2753,蒙古烤羊腿,1302
2754,凉拌菠菜,1302
2755,大蒜苋菜,1302
2756,白胡椒胡萝卜羊肉汤,1302
2758,香辣腐乳炒虾,1302
2759,大理石奶油蛋糕,1302
2760,香菇鹌鹑蛋,1302
2761,剁椒鱼头,1302
2762,姜葱炒花蟹,1302
2763,蒜香辣花甲,1302
2764,麻辣小龙虾,1105
2765,红酒炖羊肉,1105
2766,葱姜炒蟹,1105
2767,芝士烩波士顿龙虾,1105
2768,清蒸海鱼,1105
2769,53度茅台,1105
2771,爆炒鸡翅,1091
2772,培根紫菜卷,1091
2773,照烧鸡腿,1091
2774,独家薄荷鲜虾牛肉卷,1091
2775,五彩藕苗,1091
2776,意文柠檬汁 ,1091
2777,凉拌蒜蓉西兰花,1091
2778,打卤面,1091
2779,白胡椒胡萝卜羊肉汤,1406
2780,芝麻烤紫菜,1406
2781,番茄炖秋葵,1406
2782,蒜蓉生蚝,1406
2783,干锅田鸡,1406
2784,凉拌蒜蓉西兰花,1406
2785,谷稻小庄 ,1406
2786,百威啤酒罐装,1406
2787,紫薯面包卷,1406
2788,冰糖红豆薏米粥,1406
2789,清爽拌凉面,1406
2791,麻辣小龙虾,1406
2792,麻辣小龙虾,1245
2793,辣炒鱿鱼,1245
2794,豌豆薯仔猪骨汤,1245
2795,凉拌菠菜,1245
2796,水煮鱼,1245
2797,焖猪手,1245
2798,蒙古烤羊腿,1245
2800,盘蟹蒸蛋,1143
2801,皮蛋瘦肉粥,1143
2802,爆炒猪肝,1143
2803,清蒸海鱼,1113
2804,香辣腐乳炒虾,1113
2805,剁椒鱼头,1113
2806,大蒜苋菜,1113
2807,美妙绝伦之白莲花,1113
2808,凉拌菠菜,1113
2809,凉拌蒜蓉西兰花,1113
2810,爆炒猪肝,1113
2811,焖猪手,1113
2812,自制猪肉脯,1113
2813,蒙古烤羊腿,1113
2814,香辣爆羊肝,1113
2815,五色糯米饭(七色),1113
2816,葱姜炒蟹,1170
2817,三丝鳝鱼,1170
2818,大蒜苋菜,1170
2819,豌豆薯仔猪骨汤,1170
2821,麻辣小龙虾,1119
2822,自制猪肉脯,1119
2823,蒙古烤羊腿,1119
2824,白胡椒胡萝卜羊肉汤,1119
2825,番茄炖牛腩,1119
2827,姜葱炒花蟹,1119
2828,张裕葡萄酒张裕赤霞珠干红,1119
2829,葱油凉拌藕片,1119
2830,芹菜炒腰花,1119
2831,蛋挞,1119
2832,水煮鱼,1119
2833,凉拌菠菜,1119
2834,辣炒鱿鱼,1119
2835,焖猪手,1119
2836,麻辣小龙虾,1337
2837,清蒸海鱼,1337
2838,意文柠檬汁 ,1337
2839,葱姜炒蟹,1337
2840,剁椒鱼头,1115
2841,辣炒田螺,1115
2842,清蒸蝶鱼,1115
2843,麻辣小龙虾,1115
2844,孜然羊排,1115
2845,啤酒鸭,1115
2846,白斩鸡,1115
2847,番茄有机花菜,1115
2848,黄花菜炒木耳,1115
2850,香酥两吃大虾,1093
2851,鲜美鳝鱼,1093
2852,葱姜炒蟹,1093
2853,百里香奶油烤红酒牛肉,1093
2854,清蒸海鱼,1093
2855,干锅田鸡,1093
2856,桂圆肉红豆八宝饭,1093
2857,清炒菊花菜,1093
2858,53度茅台,1093
2859,牛尾汤,1093
2860,五色糯米饭(七色),1093
2861,豌豆薯仔猪骨汤,1093
2862,香辣腐乳炒虾,1103
2863,油焖麻辣虾,1103
2864,辣炒田螺,1103
2865,水煮鱼,1103
2866,培根紫菜卷,1103
2867,杭椒鸡珍,1103
2868,红酒土豆烧鸭腿,1103
2869,干锅田鸡,1103
2870,糖醋蕃茄溜青花,1103
2871,美妙绝伦之白莲花,1103
2872,五彩豆,1103
2873,青炒扁豆,1103
2874,爆炒猪肝,1103
2875,牛尾汤,1103
2876,焖猪手,1103
2877,桂圆枸杞鸽子汤,1103
2878,凉拌萝卜丝,1103
2879,白斩鸡,1103
2880,辣炒鱿鱼,1103
2881,路易拉菲红酒干红,1103
2882,番茄炖牛腩,1103
2883,芝麻烤紫菜,1103
2884,芝士烩波士顿龙虾,1150
2885,焖猪手,1150
2886,芹菜炒腰花,1150
2887,凉拌菠菜,1150
2888,凉拌蒜蓉西兰花,1150
2889,谷稻小庄 ,1150
2890,五色糯米饭(七色),1150
2891,爆炒猪肝,1404
2892,小炒羊腰,1404
2893,小米南瓜粥,1404
2894,蒜蓉生蚝,1404
2895,谷稻小庄 ,1404
2896,倒立蒸梭子蟹,1404
2897,香烤牛排,1404
2898,葱姜炒蟹,1404
2899,辣炒鱿鱼,1404
2900,百威啤酒罐装,1404
2901,芝士烩波士顿龙虾,1312
2902,辣炒鱿鱼,1312
2903,焖猪手,1312
2904,冰镇花螺,1312
2905,水煮鱼,1312
2906,百里香奶油烤红酒牛肉,1312
2907,孜然羊排,1312
2908,番茄有机花菜,1312
2909,杭椒鸡珍,1312
2910,黄花菜炒木耳,1312
2911,五彩豆,1312
2912,谷稻小庄 ,1312
2913,五色糯米饭(七色),1312
2914,黄尾袋鼠西拉子红葡萄酒,1312
2915,芹菜炒腰花,1400
2916,香酥两吃大虾,1400
2917,倒立蒸梭子蟹,1400
2918,酸辣汤面,1400
2919,辣炒鱿鱼,1400
2920,剁椒鱼头,1400
2921,炝炒大白菜,1400
2922,凉拌菠菜,1400
2923,红酒炖羊肉,1400
2924,蒙古烤羊腿,1400
2925, 42度海之蓝,1400
2926,桂圆肉红豆八宝饭,1400
2927,炝炒大白菜,1262
2928,番茄炖秋葵,1262
2929,五彩豆,1262
2930, 北冰洋汽水 ,1262
2932,麻辣小龙虾,1262
2933,麻辣小龙虾,1016
2934,清蒸海鱼,1016
2935,海带结豆腐汤,1016
2936,培根紫菜卷,1016
2937,糖醋蕃茄溜青花,1016
2938,凉拌萝卜丝,1016
2939,培根花菜,1016
2940,党参黄芪炖牛尾,1016
2941,金玉良缘,1016
2942,爆炒双丝,1016
2943,白胡椒胡萝卜羊肉汤,1016
2944,蒙古烤羊腿,1016
2945,独家薄荷鲜虾牛肉卷,1016
2946,农夫山泉NFC果汁100%橙汁,1016
2947,意文柠檬汁 ,1016
2948,哈尔滨啤酒罐装,1016
2949,青岛啤酒罐装,1016
2950,蛋挞,1016
2951,紫薯面包卷,1016
2952,不加一滴油的酸奶蛋糕,1016
2953,葡萄奶酥(超酥香的饼干),1016
2954,咖啡奶香面包,1016
2955,冰糖红豆薏米粥,1016
2956,五色糯米饭(七色),1016
2957,鱼香肉丝拌面,1016
2958,香菇鸡肉粥,1016
2959,桂圆肉红豆八宝饭,1016
2960,香辣腐乳炒虾,1290
2961,香酥两吃大虾,1290
2962,水煮鱼,1290
2963,香菇鹌鹑蛋,1290
2964,葱油凉拌藕片,1290
2965,杭椒鸡珍,1290
2966,油焖麻辣虾,1290
2967,五色糯米饭(七色),1290
2968,麻辣小龙虾,1290
2969,芹黄鳝丝,1290
2970,香烤牛排,1290
2971,三色凉拌手撕兔,1290
2972,美妙绝伦之白莲花,1290
2973,香辣腐乳炒虾,1487
2974,芝士烩波士顿龙虾,1487
2975,姜葱炒花蟹,1487
2976,清炒菊花菜,1487
2977,自制猪肉脯,1487
2978,花蛤蒸蛋,1487
2979,冰镇花螺,1487
2980,白斩鸡,1487
2981,泡椒凤爪,1487
2982,百里香奶油烤红酒牛肉,1487
2983,蒙古烤羊腿,1487
2984,焖猪手,1487
2985,凉拌菠菜,1487
2986,意文柠檬汁 ,1487
2987,爆炒鸡翅,1487
2988,谷稻小庄 ,1487
2989,照烧鸡腿,1487
2990,独家薄荷鲜虾牛肉卷,1487
2991,番茄炖牛腩,1487
2992,五色糯米饭(七色),1487
2993,芝士烩波士顿龙虾,1181
2994,焖猪手,1181
2995,芹菜炒腰花,1181
2996,香辣腐乳炒虾,1181
2997,水煮鱼,1181
2998,剁椒鱼头,1181
2999,美妙绝伦之白莲花,1181
3000,清蒸蝶鱼,1181
3001,红酒炖羊肉,1181
3002,桂圆肉红豆八宝饭,1181
3003,爆炒鳝碌,1103
3004,桂圆枸杞鸽子汤,1103
3005,独家薄荷鲜虾牛肉卷,1103
3006,番茄甘蓝,1103
3007,大蒜苋菜,1103
3008,谷稻小庄 ,1103
3011,西瓜胡萝卜沙拉,1103
3012,番茄有机花菜,1103
3013,芹菜炒腰花,1103
3014,紫薯面包卷,1103
3015,南瓜芝士包,1103
3016,培根紫菜卷,1103
3017,海带结豆腐汤,1103
3018,玉竹南北杏鸭腿汤,1103
3019,香烤牛排,1095
3020,孜然羊排,1095
3021,白斩鸡,1095
3022,番茄甘蓝,1095
3023,炝炒大白菜,1095
3024,金玉良缘,1095
3025,38度剑南春 ,1095
3026,五色糯米饭(七色),1095
3027,辣炒鱿鱼,1092
3028,香酥两吃大虾,1092
3029,凉拌菠菜,1092
3030,炝炒大白菜,1092
3031,香酥两吃大虾,1112
3032,党参黄芪炖牛尾,1112
3033,香菇鹌鹑蛋,1112
3034,培根花菜,1112
3035,盘蟹蒸蛋,1112
3036,木须豌豆,1112
3037,啤酒鸭,1112
3038,意文柠檬汁 ,1112
3039,炝炒大白菜,1112
3040,自制猪肉脯,1112
3041,豌豆薯仔猪骨汤,1112
3042,老式面包,1112
3043,黄花菜炒木耳,1112
3044,五色糯米饭(七色),1112
3045,水煮鱼,1077
3046,独家薄荷鲜虾牛肉卷,1077
3047,照烧鸡腿,1077
3048,番茄有机花菜,1077
3049,意文柠檬汁 ,1077
3051,麻辣小龙虾,1178
3052,芝士烩波士顿龙虾,1178
3053,倒立蒸梭子蟹,1178
3054,山药养生粥,1178
3055,芹菜炒腰花,1178
3056,桂圆枸杞鸽子汤,1178
3057,凉拌菠菜,1178
3058,干锅田鸡,1178
3059,红酒炖羊肉,1027
3060,麻辣小龙虾,1027
3061,蒙古烤羊腿,1027
3062,香酥两吃大虾,1027
3063,孜然羊排,1027
3064,桂圆枸杞鸽子汤,1027
3065,凉拌菠菜,1027
3066,干锅田鸡,1027
3067,黄花菜炒木耳,1027
3068,路易拉菲红酒干红,1027
3069,海带结豆腐汤,1027
3070,百里香奶油烤红酒牛肉,1027
3071,麻辣小龙虾,1189
3072,水煮鱼,1189
3073,百里香奶油烤红酒牛肉,1189
3074,孜然羊排,1189
3075,凉拌菠菜,1189
3076,焖猪手,1189
3077,凉拌蒜蓉西兰花,1189
3078,清炒菊花菜,1189
3079,培根花菜,1189
3080,黄花菜炒木耳,1189
3081,52度泸州老窖 ,1189
3083,麻辣小龙虾,1402
3084,核桃葡萄干土司,1402
3085,香辣腐乳炒虾,1402
3086,豌豆薯仔猪骨汤,1402
3087,拌土豆丝,1402
3088,五色糯米饭(七色),1402
3089,油焖麻辣虾,1402
3090,香酥两吃大虾,1402
3091,芝士烩波士顿龙虾,1214
3092,自制猪肉脯,1214
3093,焖猪手,1214
3094,凉拌蒜蓉西兰花,1214
3095,美妙绝伦之白莲花,1214
3096,桂圆肉红豆八宝饭,1214
3097,谷稻小庄 ,1214
3098,葱姜炒蟹,1217
3099,红酒炖羊肉,1217
3100,倒立蒸梭子蟹,1217
3101,芝士烩波士顿龙虾,1217
3102,黄尾袋鼠西拉子红葡萄酒,1217
3103,芝麻烤紫菜,1217
3104,青炒扁豆,1217
3105,豌豆薯仔猪骨汤,1217
3106,麻辣小龙虾,1545
3107,冰糖红豆薏米粥,1545
3108,自制猪肉脯,1545
3109,意文柠檬汁 ,1545
3110,水煮鱼,1545
3111,清爽拌凉面,1545
3112,南瓜芝士包,1545
3113,鱼香肉丝拌面,1545
3115,香酥两吃大虾,1469
3116,皮蛋瘦肉粥,1469
3117,辣炒鱿鱼,1469
3118,谷稻小庄 ,1469
3119,凉拌蒜蓉西兰花,1469
3120,番茄炖牛腩,1469
3121,清爽拌凉面,1469
3122,五色糯米饭(七色),1469
3123,红酒土豆烧鸭腿,1469
3124,孜然羊排,1469
3125,紫薯面包卷,1469
3126,鸡蛋、肉末肠粉,1469
3127,蒜香辣花甲,1469
3128,清蒸海鱼,1102
3129,辣炒花蛤,1102
3130,爆炒鸡翅,1102
3131,红酒土豆烧鸭腿,1102
3132,炝炒大白菜,1102
